scenario,runs_count,total_messages,avg_latency_ms,std_latency_ms,avg_energy_mj,std_energy_mj,avg_overhead_bytes,total_overhead_bytes
http_keepalive,2,8,20.9236,1.9963038646458608,0.8166071666666668,0.06859525033160506,100.0,800
http_new,2,8,28.8051,4.081278919652514,1.0876263333333331,0.08646690282157433,120.0,960
https_keepalive,2,8,27.316966666666666,1.4274600294073245,1.0500194666666665,0.058811673766655685,220.0,1760
https_new,2,8,55.691966666666666,11.858699265471266,2.3543497,0.4571477867282965,240.0,1920
https_tls_keepalive,1,1,120.5,,3.4,,256.0,256
